Attrition,Age,Department,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
No,41,Sales,1815,Female,81,3,Divorced,0,13,3,1,23,3,4,22,14,13
No,30,Research & Development,1816,Female,64,3,Single,9,14,3,0,9,3,3,7,7,0
Yes,26,Human Resources,1818,Female,69,1,Married,0,11,3,0,6,3,3,5,1,1
Yes,46,Research & Development,1821,Female,66,2,Married,4,22,4,1,13,2,4,9,7,3
No,40,Research & Development,1822,Female,52,2,Divorced,4,17,3,1,12,3,3,5,3,0
No,34,Sales,1823,Male,92,2,Married,1,21,4,2,10,5,3,10,8,4
No,58,Sales,1824,Male,52,4,Divorced,4,22,4,1,37,0,2,16,9,14
No,35,Research & Development,1826,Male,91,1,Married,0,16,3,1,6,2,4,5,4,0
No,47,Research & Development,1827,Female,92,3,Divorced,8,12,3,1,28,4,3,22,11,14
No,40,Research & Development,1829,Female,47,2,Divorced,2,12,3,1,15,3,3,7,4,7
No,54,Research & Development,1830,Female,68,2,Married,4,15,3,1,14,2,2,7,1,1
No,31,Sales,1833,Female,68,3,Married,2,14,3,2,9,3,3,3,2,2
No,28,Research & Development,1834,Female,67,1,Married,1,25,4,1,3,3,3,3,2,1
No,38,Sales,1835,Female,77,2,Married,2,20,4,2,20,4,2,4,2,0
No,26,Sales,1836,Male,46,2,Single,1,13,3,0,5,4,3,5,3,1
No,58,Research & Development,1837,Male,87,4,Married,2,14,3,0,23,3,3,2,2,2
No,18,Research & Development,1839,Female,33,1,Single,1,16,3,0,0,4,1,0,0,0
Yes,31,Human Resources,1842,Male,89,1,Married,0,17,3,0,2,4,3,1,0,0
Yes,29,Human Resources,1844,Male,56,1,Divorced,4,15,3,3,4,3,3,2,2,2
No,45,Sales,1845,Female,67,2,Married,4,22,4,2,10,3,4,8,7,5
No,36,Research & Development,1847,Female,73,2,Married,4,22,4,1,15,2,3,1,0,0
No,43,Sales,1849,Male,92,2,Married,1,20,4,1,7,5,3,7,7,7
No,27,Research & Development,1850,Female,53,1,Single,0,14,3,0,6,3,2,5,4,0
No,29,Research & Development,1852,Male,40,1,Married,1,13,3,0,11,3,4,11,8,3
No,32,Sales,1853,Male,79,2,Single,8,13,3,0,4,2,4,0,0,0
No,42,Research & Development,1854,Male,38,1,Married,3,22,4,2,10,1,2,6,3,3
No,47,Research & Development,1856,Female,64,1,Single,4,12,3,0,7,2,3,2,2,2
No,46,Research & Development,1857,Male,82,3,Divorced,3,14,3,1,12,4,2,9,8,4
No,28,Human Resources,1858,Male,43,1,Divorced,1,15,3,1,3,2,3,3,2,2
No,29,Research & Development,1859,Male,93,2,Divorced,8,17,3,2,11,3,3,7,0,1
No,42,Research & Development,1860,Male,81,1,Single,4,13,3,0,8,3,3,0,0,0
Yes,32,Sales,1862,Male,82,2,Single,7,12,3,0,7,3,2,2,2,2
No,46,Sales,1863,Female,45,4,Divorced,2,12,3,1,25,5,3,19,17,2
No,27,Sales,1864,Female,36,2,Married,1,21,4,1,9,5,3,9,8,5
No,29,Human Resources,1865,Male,87,1,Married,1,11,3,0,1,3,3,1,0,0
No,43,Research & Development,1866,Female,81,5,Married,7,13,3,0,21,2,3,16,12,6
No,48,Research & Development,1867,Male,91,5,Married,4,12,3,0,29,3,3,22,10,12
Yes,29,Research & Development,1868,Male,73,1,Single,1,24,4,0,1,3,2,1,0,1
Yes,46,Sales,1869,Female,64,3,Married,5,21,4,3,14,2,3,8,7,0
No,27,Research & Development,1870,Female,77,1,Married,0,19,3,1,8,2,2,7,6,7
No,39,Research & Development,1871,Male,41,2,Divorced,8,14,3,3,7,2,3,2,2,2
No,55,Research & Development,1873,Male,98,1,Married,8,20,4,1,19,2,4,5,2,0
No,28,Sales,1875,Female,78,1,Married,1,19,3,1,1,3,3,1,0,0
Yes,30,Sales,1876,Male,89,1,Single,1,13,3,0,1,3,2,1,0,0
Yes,22,Research & Development,1878,Male,75,1,Single,1,23,4,0,1,2,3,1,0,0
No,36,Sales,1880,Female,63,2,Married,1,13,3,1,10,4,3,10,9,1
No,31,Research & Development,1881,Male,89,2,Divorced,1,11,3,1,10,2,3,10,8,0
No,34,Sales,1882,Male,64,3,Married,2,13,3,3,9,3,3,5,3,1
No,29,Research & Development,1883,Male,59,1,Single,3,14,3,0,11,2,3,3,2,1
No,37,Research & Development,1885,Male,78,2,Married,5,22,4,1,16,2,3,5,3,0
No,35,Research & Development,1886,Female,44,2,Married,0,11,3,0,4,2,3,3,2,0
No,45,Research & Development,1888,Female,93,2,Married,0,13,3,2,10,2,2,9,8,3
No,36,Human Resources,1890,Male,94,2,Single,1,21,4,0,10,2,2,10,1,0
No,40,Research & Development,1892,Male,98,4,Divorced,2,11,3,1,22,3,3,19,7,11
No,26,Research & Development,1893,Female,90,1,Married,1,13,3,1,1,3,2,1,0,1
No,27,Sales,1898,Female,89,2,Single,0,14,3,0,9,5,2,8,7,0
No,48,Research & Development,1900,Female,58,4,Divorced,3,11,3,1,24,3,3,22,17,4
No,44,Research & Development,1903,Male,78,2,Married,2,15,3,1,10,5,3,2,0,2
Yes,34,Research & Development,1905,Male,85,1,Married,1,23,4,1,5,2,3,5,2,3
Yes,56,Research & Development,1907,Male,97,1,Single,1,16,3,0,5,3,3,4,2,1
No,36,Sales,1908,Male,33,2,Married,2,16,3,2,12,1,1,4,2,1
No,41,Sales,1909,Female,54,2,Married,5,21,4,1,14,3,3,5,4,1
No,42,Research & Development,1911,Male,83,3,Married,9,13,3,1,18,3,4,13,7,5
No,31,Sales,1912,Female,86,2,Divorced,2,11,3,1,8,2,3,5,2,1
No,34,Sales,1915,Female,75,2,Married,3,12,3,0,9,3,2,4,2,0
No,31,Research & Development,1916,Female,62,1,Divorced,8,12,3,1,4,0,2,2,2,2
No,26,Research & Development,1918,Male,61,1,Married,0,18,3,1,8,3,3,7,7,7
No,45,Research & Development,1922,Male,44,2,Single,4,12,3,0,12,3,3,4,2,0
No,33,Sales,1924,Male,43,2,Single,1,14,3,0,10,2,2,10,4,0
No,28,Sales,1927,Male,42,2,Married,1,12,3,1,7,2,3,7,7,0
Yes,29,Sales,1928,Male,45,1,Single,1,17,3,0,1,3,3,1,0,0
No,39,Sales,1929,Female,32,2,Married,6,19,3,1,10,1,3,3,2,1
No,27,Research & Development,1931,Male,41,1,Married,1,11,3,1,6,3,2,5,3,1
No,34,Research & Development,1932,Male,86,2,Married,1,15,3,0,16,3,3,15,10,6
Yes,28,Sales,1933,Female,84,2,Single,3,11,3,0,6,0,3,2,0,2
No,47,Research & Development,1934,Male,64,2,Married,8,18,3,1,16,4,4,8,7,1
No,56,Sales,1935,Female,89,2,Married,4,16,3,1,6,3,3,0,0,0
No,39,Research & Development,1936,Male,87,2,Married,1,25,4,1,10,3,3,10,0,7
No,38,Research & Development,1937,Female,58,2,Divorced,1,16,3,1,20,3,3,20,11,0
No,58,Sales,1938,Female,72,4,Married,4,13,3,1,29,2,2,1,0,0
Yes,32,Research & Development,1939,Female,47,1,Single,3,14,3,0,8,2,3,4,1,0
No,38,Research & Development,1940,Male,71,1,Divorced,2,19,3,2,10,0,4,5,2,0
No,49,Research & Development,1941,Male,42,5,Married,3,15,3,0,28,3,3,5,4,4
No,42,Sales,1943,Male,77,2,Divorced,3,12,3,2,14,4,3,0,0,0
Yes,27,Human Resources,1944,Female,58,1,Married,1,12,3,0,1,2,3,1,0,0
No,35,Sales,1945,Male,71,2,Married,0,16,3,1,6,2,1,5,3,0
No,28,Research & Development,1947,Male,49,1,Single,1,14,3,0,5,3,2,5,3,1
No,31,Research & Development,1948,Male,48,1,Divorced,1,13,3,1,4,3,4,4,2,2
No,36,Research & Development,1949,Male,66,1,Married,1,22,4,0,5,3,3,5,4,0
No,34,Sales,1950,Male,32,3,Single,1,21,4,0,14,3,2,14,8,2
No,34,Sales,1951,Male,39,3,Divorced,1,18,3,1,9,2,2,8,7,1
No,26,Research & Development,1952,Male,95,1,Single,0,13,3,0,8,6,2,7,7,7
No,29,Research & Development,1954,Male,89,2,Married,0,12,3,1,6,5,2,5,3,0
No,32,Research & Development,1955,Female,34,2,Divorced,5,18,3,1,9,6,3,5,1,1
No,31,Research & Development,1956,Male,48,2,Married,1,21,4,0,10,6,3,10,8,8
Yes,28,Research & Development,1960,Male,32,1,Divorced,5,12,3,1,6,2,2,4,1,0
No,38,Sales,1961,Male,59,1,Single,4,14,3,0,20,3,2,1,0,0
No,35,Sales,1962,Female,55,2,Married,1,11,3,0,10,2,3,10,8,0
No,27,Sales,1965,Male,44,2,Single,1,14,3,0,7,5,3,7,7,0
No,32,Research & Development,1966,Male,56,2,Single,8,24,4,0,8,1,3,1,0,0
Yes,31,Sales,1967,Male,63,2,Married,1,11,3,0,10,4,3,10,7,0
Yes,53,Sales,1968,Male,66,3,Single,6,13,3,0,15,2,2,2,2,2
No,54,Research & Development,1969,Female,67,2,Married,3,11,3,2,9,6,2,4,3,2
No,33,Research & Development,1970,Male,36,2,Divorced,1,20,4,3,9,2,3,9,7,2
No,43,Research & Development,1971,Male,30,3,Married,1,17,3,1,10,1,3,10,9,0
No,38,Human Resources,1972,Male,88,1,Married,0,11,3,1,7,2,3,6,2,1
No,55,Human Resources,1973,Male,71,5,Married,4,18,3,1,35,0,3,10,9,1
No,31,Research & Development,1974,Female,59,1,Divorced,1,11,3,3,1,4,3,1,0,0
No,39,Sales,1975,Male,77,4,Single,0,12,3,0,21,3,3,20,8,11
No,42,Research & Development,1976,Male,37,2,Single,1,12,3,0,20,2,3,20,9,3
No,31,Research & Development,1979,Female,40,3,Married,4,20,4,1,13,2,4,11,7,4
No,54,Research & Development,1980,Female,77,2,Single,6,19,3,0,9,3,3,5,2,1
No,24,Research & Development,1981,Male,45,2,Single,1,12,3,0,4,2,2,4,3,1
No,23,Research & Development,1982,Male,78,1,Single,1,13,3,0,5,6,4,5,2,1
No,40,Research & Development,1985,Female,73,2,Married,1,11,3,1,10,2,4,10,9,9
No,40,Sales,1986,Female,92,2,Married,3,14,3,1,15,4,3,11,8,5
No,25,Human Resources,1987,Female,82,1,Married,4,14,3,0,6,3,3,2,0,1
No,30,Research & Development,1989,Male,76,1,Married,1,13,3,0,12,6,2,12,8,1
No,25,Research & Development,1992,Male,57,1,Divorced,6,19,3,1,7,2,2,2,2,0
No,47,Research & Development,1993,Male,84,3,Single,2,23,4,0,25,3,3,17,14,12
No,33,Research & Development,1994,Male,59,1,Divorced,1,12,3,3,1,2,2,1,1,0
No,38,Sales,1995,Male,86,2,Married,0,15,3,2,16,3,3,15,13,5
No,31,Sales,1996,Male,54,1,Married,0,19,3,1,3,1,3,2,2,1
No,38,Research & Development,1997,Male,72,2,Married,2,11,3,1,10,1,3,8,3,7
No,42,Research & Development,1998,Male,35,2,Divorced,6,17,3,1,9,3,2,4,3,1
No,41,Research & Development,1999,Male,76,1,Married,3,22,4,1,12,3,3,5,3,1
No,47,Research & Development,2000,Female,98,3,Married,0,18,3,2,14,3,1,13,8,5
No,35,Research & Development,2003,Male,43,1,Married,7,11,3,1,5,3,3,2,2,2
No,22,Research & Development,2007,Male,63,1,Single,0,12,3,0,4,2,4,3,2,1
No,35,Research & Development,2008,Male,48,2,Single,1,19,3,0,10,5,3,10,7,0
No,33,Research & Development,2009,Female,95,2,Married,0,13,3,1,10,6,3,9,7,8
No,32,Research & Development,2010,Female,49,1,Single,1,13,3,0,6,3,3,6,2,4
No,40,Research & Development,2012,Male,83,1,Married,8,19,3,2,8,3,2,1,0,0
No,32,Sales,2013,Male,68,1,Married,0,14,3,1,3,2,3,2,2,2
No,39,Research & Development,2014,Male,52,2,Single,7,13,3,0,18,2,3,7,7,1
No,38,Research & Development,2015,Female,99,3,Married,3,12,3,1,20,3,3,18,16,1
No,32,Sales,2016,Female,48,3,Married,1,19,3,2,14,3,3,14,10,5
No,37,Research & Development,2017,Female,42,3,Married,1,25,4,1,16,2,3,16,11,6
No,25,Sales,2018,Female,85,2,Divorced,0,22,4,1,6,3,2,5,3,0
No,52,Sales,2019,Male,40,1,Divorced,2,15,3,2,16,3,2,9,8,0
No,44,Research & Development,2020,Male,42,1,Single,6,12,3,0,6,2,3,4,3,1
No,21,Sales,2021,Male,58,1,Single,1,11,3,0,2,6,3,2,2,1
No,39,Research & Development,2022,Male,87,5,Single,2,13,3,0,21,3,2,6,0,1
Yes,23,Sales,2023,Male,33,1,Married,1,19,3,1,1,3,2,1,0,1
No,36,Sales,2024,Female,94,3,Married,0,19,3,2,10,2,3,9,7,3
No,36,Research & Development,2025,Female,97,2,Divorced,7,13,3,3,18,3,3,4,2,0
No,56,Research & Development,2026,Male,57,2,Divorced,1,21,4,1,13,2,2,13,12,1
Yes,29,Research & Development,2027,Male,36,1,Married,9,14,3,3,4,3,4,2,2,2
No,42,Research & Development,2031,Male,56,5,Married,5,11,3,0,24,2,2,22,6,4
Yes,56,Research & Development,2032,Male,72,1,Married,8,11,3,1,14,4,1,10,9,9
No,41,Research & Development,2034,Female,60,4,Married,0,23,4,1,21,3,3,20,7,0
No,34,Sales,2035,Female,95,2,Married,1,21,4,2,8,2,3,8,7,1
No,36,Sales,2036,Male,88,2,Divorced,1,24,4,1,15,4,2,15,12,11
No,41,Sales,2037,Male,57,2,Divorced,2,11,3,1,14,5,3,5,4,0
No,32,Research & Development,2038,Male,78,1,Single,1,14,3,0,4,4,3,4,2,1
No,35,Human Resources,2040,Female,31,3,Single,1,16,3,0,9,2,3,9,0,1
No,38,Sales,2041,Female,100,2,Married,1,11,3,1,10,1,3,10,7,1
Yes,50,Sales,2044,Male,94,2,Divorced,7,12,3,2,12,3,3,6,3,0
No,36,Sales,2045,Female,100,2,Married,4,13,3,1,8,2,2,6,3,0
No,45,Sales,2046,Female,50,2,Single,8,15,3,0,8,3,3,5,3,0
No,40,Research & Development,2048,Male,52,1,Single,2,14,3,0,8,2,3,2,2,2
No,35,Research & Development,2049,Male,80,2,Married,1,14,3,2,10,2,4,10,2,0
No,40,Research & Development,2051,Female,98,1,Married,2,14,3,3,20,2,3,5,3,0
No,35,Research & Development,2052,Female,62,1,Married,1,12,3,1,4,5,3,4,3,1
No,29,Research & Development,2053,Male,46,2,Married,4,13,3,1,10,2,3,4,3,0
No,29,Research & Development,2054,Female,73,1,Single,1,14,3,0,5,3,1,5,4,0
Yes,50,Sales,2055,Male,39,3,Divorced,4,13,3,1,20,3,3,3,2,2
No,39,Sales,2056,Female,60,4,Married,0,11,3,1,21,2,2,20,9,9
No,31,Research & Development,2057,Male,74,2,Single,0,19,3,0,10,2,3,9,4,1
No,26,Sales,2060,Female,30,1,Single,0,18,3,0,5,2,3,4,2,0
No,36,Research & Development,2061,Male,41,2,Married,4,17,3,1,17,3,3,5,2,0
No,39,Research & Development,2062,Male,42,3,Married,4,15,3,1,9,5,3,7,7,1
No,27,Research & Development,2064,Male,87,2,Married,1,20,4,1,6,0,3,6,2,0
No,49,Sales,2065,Male,63,2,Married,2,14,3,0,17,3,2,9,6,0
No,34,Research & Development,2068,Male,82,2,Married,2,12,3,0,6,3,4,4,3,1
